Date,Year,Quarter,Quarter_Number,Month_Number,Month_Name,Month_Short,Week_Number,Day_Of_Month,Day_Of_Week_Number,Day_Name,Is_Weekend,Season_Name
2024-11-13,2024,Q4,4,11,November,Nov,46,13,3,Wednesday,0,Festive Q4
2024-11-14,2024,Q4,4,11,November,Nov,46,14,4,Thursday,0,Festive Q4
2024-11-15,2024,Q4,4,11,November,Nov,46,15,5,Friday,0,Festive Q4
2024-11-16,2024,Q4,4,11,November,Nov,46,16,6,Saturday,1,Festive Q4
2024-11-17,2024,Q4,4,11,November,Nov,46,17,7,Sunday,1,Festive Q4
2024-11-18,2024,Q4,4,11,November,Nov,47,18,1,Monday,0,Festive Q4
2024-11-19,2024,Q4,4,11,November,Nov,47,19,2,Tuesday,0,Festive Q4
2024-11-20,2024,Q4,4,11,November,Nov,47,20,3,Wednesday,0,Festive Q4
2024-11-21,2024,Q4,4,11,November,Nov,47,21,4,Thursday,0,Festive Q4
2024-11-22,2024,Q4,4,11,November,Nov,47,22,5,Friday,0,Festive Q4
2024-11-23,2024,Q4,4,11,November,Nov,47,23,6,Saturday,1,Festive Q4
2024-11-24,2024,Q4,4,11,November,Nov,47,24,7,Sunday,1,Festive Q4
2024-11-25,2024,Q4,4,11,November,Nov,48,25,1,Monday,0,Festive Q4
2024-11-26,2024,Q4,4,11,November,Nov,48,26,2,Tuesday,0,Festive Q4
2024-11-27,2024,Q4,4,11,November,Nov,48,27,3,Wednesday,0,Festive Q4
2024-11-28,2024,Q4,4,11,November,Nov,48,28,4,Thursday,0,Festive Q4
2024-11-29,2024,Q4,4,11,November,Nov,48,29,5,Friday,0,Festive Q4
2024-11-30,2024,Q4,4,11,November,Nov,48,30,6,Saturday,1,Festive Q4
2024-12-01,2024,Q4,4,12,December,Dec,48,1,7,Sunday,1,Festive Q4
2024-12-02,2024,Q4,4,12,December,Dec,49,2,1,Monday,0,Festive Q4
2024-12-03,2024,Q4,4,12,December,Dec,49,3,2,Tuesday,0,Festive Q4
2024-12-04,2024,Q4,4,12,December,Dec,49,4,3,Wednesday,0,Festive Q4
2024-12-05,2024,Q4,4,12,December,Dec,49,5,4,Thursday,0,Festive Q4
2024-12-06,2024,Q4,4,12,December,Dec,49,6,5,Friday,0,Festive Q4
2024-12-07,2024,Q4,4,12,December,Dec,49,7,6,Saturday,1,Festive Q4
2024-12-08,2024,Q4,4,12,December,Dec,49,8,7,Sunday,1,Festive Q4
2024-12-09,2024,Q4,4,12,December,Dec,50,9,1,Monday,0,Festive Q4
2024-12-10,2024,Q4,4,12,December,Dec,50,10,2,Tuesday,0,Festive Q4
2024-12-11,2024,Q4,4,12,December,Dec,50,11,3,Wednesday,0,Festive Q4
2024-12-12,2024,Q4,4,12,December,Dec,50,12,4,Thursday,0,Festive Q4
2024-12-13,2024,Q4,4,12,December,Dec,50,13,5,Friday,0,Festive Q4
2024-12-14,2024,Q4,4,12,December,Dec,50,14,6,Saturday,1,Festive Q4
2024-12-15,2024,Q4,4,12,December,Dec,50,15,7,Sunday,1,Festive Q4
2024-12-16,2024,Q4,4,12,December,Dec,51,16,1,Monday,0,Festive Q4
2024-12-17,2024,Q4,4,12,December,Dec,51,17,2,Tuesday,0,Festive Q4
2024-12-18,2024,Q4,4,12,December,Dec,51,18,3,Wednesday,0,Festive Q4
2024-12-19,2024,Q4,4,12,December,Dec,51,19,4,Thursday,0,Festive Q4
2024-12-20,2024,Q4,4,12,December,Dec,51,20,5,Friday,0,Festive Q4
2024-12-21,2024,Q4,4,12,December,Dec,51,21,6,Saturday,1,Festive Q4
2024-12-22,2024,Q4,4,12,December,Dec,51,22,7,Sunday,1,Festive Q4
2024-12-23,2024,Q4,4,12,December,Dec,52,23,1,Monday,0,Festive Q4
2024-12-24,2024,Q4,4,12,December,Dec,52,24,2,Tuesday,0,Festive Q4
2024-12-25,2024,Q4,4,12,December,Dec,52,25,3,Wednesday,0,Festive Q4
2024-12-26,2024,Q4,4,12,December,Dec,52,26,4,Thursday,0,Festive Q4
2024-12-27,2024,Q4,4,12,December,Dec,52,27,5,Friday,0,Festive Q4
2024-12-28,2024,Q4,4,12,December,Dec,52,28,6,Saturday,1,Festive Q4
2024-12-29,2024,Q4,4,12,December,Dec,52,29,7,Sunday,1,Festive Q4
2024-12-30,2024,Q4,4,12,December,Dec,1,30,1,Monday,0,Festive Q4
2024-12-31,2024,Q4,4,12,December,Dec,1,31,2,Tuesday,0,Festive Q4
2025-01-01,2025,Q1,1,1,January,Jan,1,1,3,Wednesday,0,Winter
2025-01-02,2025,Q1,1,1,January,Jan,1,2,4,Thursday,0,Winter
2025-01-03,2025,Q1,1,1,January,Jan,1,3,5,Friday,0,Winter
2025-01-04,2025,Q1,1,1,January,Jan,1,4,6,Saturday,1,Winter
2025-01-05,2025,Q1,1,1,January,Jan,1,5,7,Sunday,1,Winter
2025-01-06,2025,Q1,1,1,January,Jan,2,6,1,Monday,0,Winter
2025-01-07,2025,Q1,1,1,January,Jan,2,7,2,Tuesday,0,Winter
2025-01-08,2025,Q1,1,1,January,Jan,2,8,3,Wednesday,0,Winter
2025-01-09,2025,Q1,1,1,January,Jan,2,9,4,Thursday,0,Winter
2025-01-10,2025,Q1,1,1,January,Jan,2,10,5,Friday,0,Winter
2025-01-11,2025,Q1,1,1,January,Jan,2,11,6,Saturday,1,Winter
2025-01-12,2025,Q1,1,1,January,Jan,2,12,7,Sunday,1,Winter
2025-01-13,2025,Q1,1,1,January,Jan,3,13,1,Monday,0,Winter
2025-01-14,2025,Q1,1,1,January,Jan,3,14,2,Tuesday,0,Winter
2025-01-15,2025,Q1,1,1,January,Jan,3,15,3,Wednesday,0,Winter
2025-01-16,2025,Q1,1,1,January,Jan,3,16,4,Thursday,0,Winter
2025-01-17,2025,Q1,1,1,January,Jan,3,17,5,Friday,0,Winter
2025-01-18,2025,Q1,1,1,January,Jan,3,18,6,Saturday,1,Winter
2025-01-19,2025,Q1,1,1,January,Jan,3,19,7,Sunday,1,Winter
2025-01-20,2025,Q1,1,1,January,Jan,4,20,1,Monday,0,Winter
2025-01-21,2025,Q1,1,1,January,Jan,4,21,2,Tuesday,0,Winter
2025-01-22,2025,Q1,1,1,January,Jan,4,22,3,Wednesday,0,Winter
2025-01-23,2025,Q1,1,1,January,Jan,4,23,4,Thursday,0,Winter
2025-01-24,2025,Q1,1,1,January,Jan,4,24,5,Friday,0,Winter
2025-01-25,2025,Q1,1,1,January,Jan,4,25,6,Saturday,1,Winter
2025-01-26,2025,Q1,1,1,January,Jan,4,26,7,Sunday,1,Winter
2025-01-27,2025,Q1,1,1,January,Jan,5,27,1,Monday,0,Winter
2025-01-28,2025,Q1,1,1,January,Jan,5,28,2,Tuesday,0,Winter
2025-01-29,2025,Q1,1,1,January,Jan,5,29,3,Wednesday,0,Winter
2025-01-30,2025,Q1,1,1,January,Jan,5,30,4,Thursday,0,Winter
2025-01-31,2025,Q1,1,1,January,Jan,5,31,5,Friday,0,Winter
2025-02-01,2025,Q1,1,2,February,Feb,5,1,6,Saturday,1,Winter
2025-02-02,2025,Q1,1,2,February,Feb,5,2,7,Sunday,1,Winter
2025-02-03,2025,Q1,1,2,February,Feb,6,3,1,Monday,0,Winter
2025-02-04,2025,Q1,1,2,February,Feb,6,4,2,Tuesday,0,Winter
2025-02-05,2025,Q1,1,2,February,Feb,6,5,3,Wednesday,0,Winter
2025-02-06,2025,Q1,1,2,February,Feb,6,6,4,Thursday,0,Winter
2025-02-07,2025,Q1,1,2,February,Feb,6,7,5,Friday,0,Winter
2025-02-08,2025,Q1,1,2,February,Feb,6,8,6,Saturday,1,Winter
2025-02-09,2025,Q1,1,2,February,Feb,6,9,7,Sunday,1,Winter
2025-02-10,2025,Q1,1,2,February,Feb,7,10,1,Monday,0,Winter
2025-02-11,2025,Q1,1,2,February,Feb,7,11,2,Tuesday,0,Winter
2025-02-12,2025,Q1,1,2,February,Feb,7,12,3,Wednesday,0,Winter
2025-02-13,2025,Q1,1,2,February,Feb,7,13,4,Thursday,0,Winter
2025-02-14,2025,Q1,1,2,February,Feb,7,14,5,Friday,0,Winter
2025-02-15,2025,Q1,1,2,February,Feb,7,15,6,Saturday,1,Winter
2025-02-16,2025,Q1,1,2,February,Feb,7,16,7,Sunday,1,Winter
2025-02-17,2025,Q1,1,2,February,Feb,8,17,1,Monday,0,Winter
2025-02-18,2025,Q1,1,2,February,Feb,8,18,2,Tuesday,0,Winter
2025-02-19,2025,Q1,1,2,February,Feb,8,19,3,Wednesday,0,Winter
2025-02-20,2025,Q1,1,2,February,Feb,8,20,4,Thursday,0,Winter
2025-02-21,2025,Q1,1,2,February,Feb,8,21,5,Friday,0,Winter
2025-02-22,2025,Q1,1,2,February,Feb,8,22,6,Saturday,1,Winter
2025-02-23,2025,Q1,1,2,February,Feb,8,23,7,Sunday,1,Winter
2025-02-24,2025,Q1,1,2,February,Feb,9,24,1,Monday,0,Winter
2025-02-25,2025,Q1,1,2,February,Feb,9,25,2,Tuesday,0,Winter
2025-02-26,2025,Q1,1,2,February,Feb,9,26,3,Wednesday,0,Winter
2025-02-27,2025,Q1,1,2,February,Feb,9,27,4,Thursday,0,Winter
2025-02-28,2025,Q1,1,2,February,Feb,9,28,5,Friday,0,Winter
2025-03-01,2025,Q1,1,3,March,Mar,9,1,6,Saturday,1,Spring
2025-03-02,2025,Q1,1,3,March,Mar,9,2,7,Sunday,1,Spring
2025-03-03,2025,Q1,1,3,March,Mar,10,3,1,Monday,0,Spring
2025-03-04,2025,Q1,1,3,March,Mar,10,4,2,Tuesday,0,Spring
2025-03-05,2025,Q1,1,3,March,Mar,10,5,3,Wednesday,0,Spring
2025-03-06,2025,Q1,1,3,March,Mar,10,6,4,Thursday,0,Spring
2025-03-07,2025,Q1,1,3,March,Mar,10,7,5,Friday,0,Spring
2025-03-08,2025,Q1,1,3,March,Mar,10,8,6,Saturday,1,Spring
2025-03-09,2025,Q1,1,3,March,Mar,10,9,7,Sunday,1,Spring
2025-03-10,2025,Q1,1,3,March,Mar,11,10,1,Monday,0,Spring
2025-03-11,2025,Q1,1,3,March,Mar,11,11,2,Tuesday,0,Spring
2025-03-12,2025,Q1,1,3,March,Mar,11,12,3,Wednesday,0,Spring
2025-03-13,2025,Q1,1,3,March,Mar,11,13,4,Thursday,0,Spring
2025-03-14,2025,Q1,1,3,March,Mar,11,14,5,Friday,0,Spring
2025-03-15,2025,Q1,1,3,March,Mar,11,15,6,Saturday,1,Spring
2025-03-16,2025,Q1,1,3,March,Mar,11,16,7,Sunday,1,Spring
2025-03-17,2025,Q1,1,3,March,Mar,12,17,1,Monday,0,Spring
2025-03-18,2025,Q1,1,3,March,Mar,12,18,2,Tuesday,0,Spring
2025-03-19,2025,Q1,1,3,March,Mar,12,19,3,Wednesday,0,Spring
2025-03-20,2025,Q1,1,3,March,Mar,12,20,4,Thursday,0,Spring
2025-03-21,2025,Q1,1,3,March,Mar,12,21,5,Friday,0,Spring
2025-03-22,2025,Q1,1,3,March,Mar,12,22,6,Saturday,1,Spring
2025-03-23,2025,Q1,1,3,March,Mar,12,23,7,Sunday,1,Spring
2025-03-24,2025,Q1,1,3,March,Mar,13,24,1,Monday,0,Spring
2025-03-25,2025,Q1,1,3,March,Mar,13,25,2,Tuesday,0,Spring
2025-03-26,2025,Q1,1,3,March,Mar,13,26,3,Wednesday,0,Spring
2025-03-27,2025,Q1,1,3,March,Mar,13,27,4,Thursday,0,Spring
2025-03-28,2025,Q1,1,3,March,Mar,13,28,5,Friday,0,Spring
2025-03-29,2025,Q1,1,3,March,Mar,13,29,6,Saturday,1,Spring
2025-03-30,2025,Q1,1,3,March,Mar,13,30,7,Sunday,1,Spring
2025-03-31,2025,Q1,1,3,March,Mar,14,31,1,Monday,0,Spring
2025-04-01,2025,Q2,2,4,April,Apr,14,1,2,Tuesday,0,Spring
2025-04-02,2025,Q2,2,4,April,Apr,14,2,3,Wednesday,0,Spring
2025-04-03,2025,Q2,2,4,April,Apr,14,3,4,Thursday,0,Spring
2025-04-04,2025,Q2,2,4,April,Apr,14,4,5,Friday,0,Spring
2025-04-05,2025,Q2,2,4,April,Apr,14,5,6,Saturday,1,Spring
2025-04-06,2025,Q2,2,4,April,Apr,14,6,7,Sunday,1,Spring
2025-04-07,2025,Q2,2,4,April,Apr,15,7,1,Monday,0,Spring
2025-04-08,2025,Q2,2,4,April,Apr,15,8,2,Tuesday,0,Spring
2025-04-09,2025,Q2,2,4,April,Apr,15,9,3,Wednesday,0,Spring
2025-04-10,2025,Q2,2,4,April,Apr,15,10,4,Thursday,0,Spring
2025-04-11,2025,Q2,2,4,April,Apr,15,11,5,Friday,0,Spring
2025-04-12,2025,Q2,2,4,April,Apr,15,12,6,Saturday,1,Spring
2025-04-13,2025,Q2,2,4,April,Apr,15,13,7,Sunday,1,Spring
2025-04-14,2025,Q2,2,4,April,Apr,16,14,1,Monday,0,Spring
2025-04-15,2025,Q2,2,4,April,Apr,16,15,2,Tuesday,0,Spring
2025-04-16,2025,Q2,2,4,April,Apr,16,16,3,Wednesday,0,Spring
2025-04-17,2025,Q2,2,4,April,Apr,16,17,4,Thursday,0,Spring
2025-04-18,2025,Q2,2,4,April,Apr,16,18,5,Friday,0,Spring
2025-04-19,2025,Q2,2,4,April,Apr,16,19,6,Saturday,1,Spring
2025-04-20,2025,Q2,2,4,April,Apr,16,20,7,Sunday,1,Spring
2025-04-21,2025,Q2,2,4,April,Apr,17,21,1,Monday,0,Spring
2025-04-22,2025,Q2,2,4,April,Apr,17,22,2,Tuesday,0,Spring
2025-04-23,2025,Q2,2,4,April,Apr,17,23,3,Wednesday,0,Spring
2025-04-24,2025,Q2,2,4,April,Apr,17,24,4,Thursday,0,Spring
2025-04-25,2025,Q2,2,4,April,Apr,17,25,5,Friday,0,Spring
2025-04-26,2025,Q2,2,4,April,Apr,17,26,6,Saturday,1,Spring
2025-04-27,2025,Q2,2,4,April,Apr,17,27,7,Sunday,1,Spring
2025-04-28,2025,Q2,2,4,April,Apr,18,28,1,Monday,0,Spring
2025-04-29,2025,Q2,2,4,April,Apr,18,29,2,Tuesday,0,Spring
2025-04-30,2025,Q2,2,4,April,Apr,18,30,3,Wednesday,0,Spring
2025-05-01,2025,Q2,2,5,May,May,18,1,4,Thursday,0,Spring
2025-05-02,2025,Q2,2,5,May,May,18,2,5,Friday,0,Spring
2025-05-03,2025,Q2,2,5,May,May,18,3,6,Saturday,1,Spring
2025-05-04,2025,Q2,2,5,May,May,18,4,7,Sunday,1,Spring
2025-05-05,2025,Q2,2,5,May,May,19,5,1,Monday,0,Spring
2025-05-06,2025,Q2,2,5,May,May,19,6,2,Tuesday,0,Spring
2025-05-07,2025,Q2,2,5,May,May,19,7,3,Wednesday,0,Spring
2025-05-08,2025,Q2,2,5,May,May,19,8,4,Thursday,0,Spring
2025-05-09,2025,Q2,2,5,May,May,19,9,5,Friday,0,Spring
2025-05-10,2025,Q2,2,5,May,May,19,10,6,Saturday,1,Spring
2025-05-11,2025,Q2,2,5,May,May,19,11,7,Sunday,1,Spring
2025-05-12,2025,Q2,2,5,May,May,20,12,1,Monday,0,Spring
2025-05-13,2025,Q2,2,5,May,May,20,13,2,Tuesday,0,Spring
2025-05-14,2025,Q2,2,5,May,May,20,14,3,Wednesday,0,Spring
2025-05-15,2025,Q2,2,5,May,May,20,15,4,Thursday,0,Spring
2025-05-16,2025,Q2,2,5,May,May,20,16,5,Friday,0,Spring
2025-05-17,2025,Q2,2,5,May,May,20,17,6,Saturday,1,Spring
2025-05-18,2025,Q2,2,5,May,May,20,18,7,Sunday,1,Spring
2025-05-19,2025,Q2,2,5,May,May,21,19,1,Monday,0,Spring
2025-05-20,2025,Q2,2,5,May,May,21,20,2,Tuesday,0,Spring
2025-05-21,2025,Q2,2,5,May,May,21,21,3,Wednesday,0,Spring
2025-05-22,2025,Q2,2,5,May,May,21,22,4,Thursday,0,Spring
2025-05-23,2025,Q2,2,5,May,May,21,23,5,Friday,0,Spring
2025-05-24,2025,Q2,2,5,May,May,21,24,6,Saturday,1,Spring
2025-05-25,2025,Q2,2,5,May,May,21,25,7,Sunday,1,Spring
2025-05-26,2025,Q2,2,5,May,May,22,26,1,Monday,0,Spring
2025-05-27,2025,Q2,2,5,May,May,22,27,2,Tuesday,0,Spring
2025-05-28,2025,Q2,2,5,May,May,22,28,3,Wednesday,0,Spring
2025-05-29,2025,Q2,2,5,May,May,22,29,4,Thursday,0,Spring
2025-05-30,2025,Q2,2,5,May,May,22,30,5,Friday,0,Spring
2025-05-31,2025,Q2,2,5,May,May,22,31,6,Saturday,1,Spring
2025-06-01,2025,Q2,2,6,June,Jun,22,1,7,Sunday,1,Monsoon/Summer
2025-06-02,2025,Q2,2,6,June,Jun,23,2,1,Monday,0,Monsoon/Summer
2025-06-03,2025,Q2,2,6,June,Jun,23,3,2,Tuesday,0,Monsoon/Summer
2025-06-04,2025,Q2,2,6,June,Jun,23,4,3,Wednesday,0,Monsoon/Summer
2025-06-05,2025,Q2,2,6,June,Jun,23,5,4,Thursday,0,Monsoon/Summer
2025-06-06,2025,Q2,2,6,June,Jun,23,6,5,Friday,0,Monsoon/Summer
2025-06-07,2025,Q2,2,6,June,Jun,23,7,6,Saturday,1,Monsoon/Summer
2025-06-08,2025,Q2,2,6,June,Jun,23,8,7,Sunday,1,Monsoon/Summer
2025-06-09,2025,Q2,2,6,June,Jun,24,9,1,Monday,0,Monsoon/Summer
2025-06-10,2025,Q2,2,6,June,Jun,24,10,2,Tuesday,0,Monsoon/Summer
2025-06-11,2025,Q2,2,6,June,Jun,24,11,3,Wednesday,0,Monsoon/Summer
2025-06-12,2025,Q2,2,6,June,Jun,24,12,4,Thursday,0,Monsoon/Summer
2025-06-13,2025,Q2,2,6,June,Jun,24,13,5,Friday,0,Monsoon/Summer
2025-06-14,2025,Q2,2,6,June,Jun,24,14,6,Saturday,1,Monsoon/Summer
2025-06-15,2025,Q2,2,6,June,Jun,24,15,7,Sunday,1,Monsoon/Summer
2025-06-16,2025,Q2,2,6,June,Jun,25,16,1,Monday,0,Monsoon/Summer
2025-06-17,2025,Q2,2,6,June,Jun,25,17,2,Tuesday,0,Monsoon/Summer
2025-06-18,2025,Q2,2,6,June,Jun,25,18,3,Wednesday,0,Monsoon/Summer
2025-06-19,2025,Q2,2,6,June,Jun,25,19,4,Thursday,0,Monsoon/Summer
2025-06-20,2025,Q2,2,6,June,Jun,25,20,5,Friday,0,Monsoon/Summer
2025-06-21,2025,Q2,2,6,June,Jun,25,21,6,Saturday,1,Monsoon/Summer
2025-06-22,2025,Q2,2,6,June,Jun,25,22,7,Sunday,1,Monsoon/Summer
2025-06-23,2025,Q2,2,6,June,Jun,26,23,1,Monday,0,Monsoon/Summer
2025-06-24,2025,Q2,2,6,June,Jun,26,24,2,Tuesday,0,Monsoon/Summer
2025-06-25,2025,Q2,2,6,June,Jun,26,25,3,Wednesday,0,Monsoon/Summer
2025-06-26,2025,Q2,2,6,June,Jun,26,26,4,Thursday,0,Monsoon/Summer
2025-06-27,2025,Q2,2,6,June,Jun,26,27,5,Friday,0,Monsoon/Summer
2025-06-28,2025,Q2,2,6,June,Jun,26,28,6,Saturday,1,Monsoon/Summer
2025-06-29,2025,Q2,2,6,June,Jun,26,29,7,Sunday,1,Monsoon/Summer
2025-06-30,2025,Q2,2,6,June,Jun,27,30,1,Monday,0,Monsoon/Summer
2025-07-01,2025,Q3,3,7,July,Jul,27,1,2,Tuesday,0,Monsoon/Summer
2025-07-02,2025,Q3,3,7,July,Jul,27,2,3,Wednesday,0,Monsoon/Summer
2025-07-03,2025,Q3,3,7,July,Jul,27,3,4,Thursday,0,Monsoon/Summer
2025-07-04,2025,Q3,3,7,July,Jul,27,4,5,Friday,0,Monsoon/Summer
2025-07-05,2025,Q3,3,7,July,Jul,27,5,6,Saturday,1,Monsoon/Summer
2025-07-06,2025,Q3,3,7,July,Jul,27,6,7,Sunday,1,Monsoon/Summer
2025-07-07,2025,Q3,3,7,July,Jul,28,7,1,Monday,0,Monsoon/Summer
2025-07-08,2025,Q3,3,7,July,Jul,28,8,2,Tuesday,0,Monsoon/Summer
2025-07-09,2025,Q3,3,7,July,Jul,28,9,3,Wednesday,0,Monsoon/Summer
2025-07-10,2025,Q3,3,7,July,Jul,28,10,4,Thursday,0,Monsoon/Summer
2025-07-11,2025,Q3,3,7,July,Jul,28,11,5,Friday,0,Monsoon/Summer
2025-07-12,2025,Q3,3,7,July,Jul,28,12,6,Saturday,1,Monsoon/Summer
2025-07-13,2025,Q3,3,7,July,Jul,28,13,7,Sunday,1,Monsoon/Summer
2025-07-14,2025,Q3,3,7,July,Jul,29,14,1,Monday,0,Monsoon/Summer
2025-07-15,2025,Q3,3,7,July,Jul,29,15,2,Tuesday,0,Monsoon/Summer
2025-07-16,2025,Q3,3,7,July,Jul,29,16,3,Wednesday,0,Monsoon/Summer
2025-07-17,2025,Q3,3,7,July,Jul,29,17,4,Thursday,0,Monsoon/Summer
2025-07-18,2025,Q3,3,7,July,Jul,29,18,5,Friday,0,Monsoon/Summer
2025-07-19,2025,Q3,3,7,July,Jul,29,19,6,Saturday,1,Monsoon/Summer
2025-07-20,2025,Q3,3,7,July,Jul,29,20,7,Sunday,1,Monsoon/Summer
2025-07-21,2025,Q3,3,7,July,Jul,30,21,1,Monday,0,Monsoon/Summer
2025-07-22,2025,Q3,3,7,July,Jul,30,22,2,Tuesday,0,Monsoon/Summer
2025-07-23,2025,Q3,3,7,July,Jul,30,23,3,Wednesday,0,Monsoon/Summer
2025-07-24,2025,Q3,3,7,July,Jul,30,24,4,Thursday,0,Monsoon/Summer
2025-07-25,2025,Q3,3,7,July,Jul,30,25,5,Friday,0,Monsoon/Summer
2025-07-26,2025,Q3,3,7,July,Jul,30,26,6,Saturday,1,Monsoon/Summer
2025-07-27,2025,Q3,3,7,July,Jul,30,27,7,Sunday,1,Monsoon/Summer
2025-07-28,2025,Q3,3,7,July,Jul,31,28,1,Monday,0,Monsoon/Summer
2025-07-29,2025,Q3,3,7,July,Jul,31,29,2,Tuesday,0,Monsoon/Summer
2025-07-30,2025,Q3,3,7,July,Jul,31,30,3,Wednesday,0,Monsoon/Summer
2025-07-31,2025,Q3,3,7,July,Jul,31,31,4,Thursday,0,Monsoon/Summer
2025-08-01,2025,Q3,3,8,August,Aug,31,1,5,Friday,0,Monsoon/Summer
2025-08-02,2025,Q3,3,8,August,Aug,31,2,6,Saturday,1,Monsoon/Summer
2025-08-03,2025,Q3,3,8,August,Aug,31,3,7,Sunday,1,Monsoon/Summer
2025-08-04,2025,Q3,3,8,August,Aug,32,4,1,Monday,0,Monsoon/Summer
2025-08-05,2025,Q3,3,8,August,Aug,32,5,2,Tuesday,0,Monsoon/Summer
2025-08-06,2025,Q3,3,8,August,Aug,32,6,3,Wednesday,0,Monsoon/Summer
2025-08-07,2025,Q3,3,8,August,Aug,32,7,4,Thursday,0,Monsoon/Summer
2025-08-08,2025,Q3,3,8,August,Aug,32,8,5,Friday,0,Monsoon/Summer
2025-08-09,2025,Q3,3,8,August,Aug,32,9,6,Saturday,1,Monsoon/Summer
2025-08-10,2025,Q3,3,8,August,Aug,32,10,7,Sunday,1,Monsoon/Summer
2025-08-11,2025,Q3,3,8,August,Aug,33,11,1,Monday,0,Monsoon/Summer
2025-08-12,2025,Q3,3,8,August,Aug,33,12,2,Tuesday,0,Monsoon/Summer
2025-08-13,2025,Q3,3,8,August,Aug,33,13,3,Wednesday,0,Monsoon/Summer
2025-08-14,2025,Q3,3,8,August,Aug,33,14,4,Thursday,0,Monsoon/Summer
2025-08-15,2025,Q3,3,8,August,Aug,33,15,5,Friday,0,Monsoon/Summer
2025-08-16,2025,Q3,3,8,August,Aug,33,16,6,Saturday,1,Monsoon/Summer
2025-08-17,2025,Q3,3,8,August,Aug,33,17,7,Sunday,1,Monsoon/Summer
2025-08-18,2025,Q3,3,8,August,Aug,34,18,1,Monday,0,Monsoon/Summer
2025-08-19,2025,Q3,3,8,August,Aug,34,19,2,Tuesday,0,Monsoon/Summer
2025-08-20,2025,Q3,3,8,August,Aug,34,20,3,Wednesday,0,Monsoon/Summer
2025-08-21,2025,Q3,3,8,August,Aug,34,21,4,Thursday,0,Monsoon/Summer
2025-08-22,2025,Q3,3,8,August,Aug,34,22,5,Friday,0,Monsoon/Summer
2025-08-23,2025,Q3,3,8,August,Aug,34,23,6,Saturday,1,Monsoon/Summer
2025-08-24,2025,Q3,3,8,August,Aug,34,24,7,Sunday,1,Monsoon/Summer
2025-08-25,2025,Q3,3,8,August,Aug,35,25,1,Monday,0,Monsoon/Summer
2025-08-26,2025,Q3,3,8,August,Aug,35,26,2,Tuesday,0,Monsoon/Summer
2025-08-27,2025,Q3,3,8,August,Aug,35,27,3,Wednesday,0,Monsoon/Summer
2025-08-28,2025,Q3,3,8,August,Aug,35,28,4,Thursday,0,Monsoon/Summer
2025-08-29,2025,Q3,3,8,August,Aug,35,29,5,Friday,0,Monsoon/Summer
2025-08-30,2025,Q3,3,8,August,Aug,35,30,6,Saturday,1,Monsoon/Summer
2025-08-31,2025,Q3,3,8,August,Aug,35,31,7,Sunday,1,Monsoon/Summer
2025-09-01,2025,Q3,3,9,September,Sep,36,1,1,Monday,0,Monsoon/Summer
2025-09-02,2025,Q3,3,9,September,Sep,36,2,2,Tuesday,0,Monsoon/Summer
2025-09-03,2025,Q3,3,9,September,Sep,36,3,3,Wednesday,0,Monsoon/Summer
2025-09-04,2025,Q3,3,9,September,Sep,36,4,4,Thursday,0,Monsoon/Summer
2025-09-05,2025,Q3,3,9,September,Sep,36,5,5,Friday,0,Monsoon/Summer
2025-09-06,2025,Q3,3,9,September,Sep,36,6,6,Saturday,1,Monsoon/Summer
2025-09-07,2025,Q3,3,9,September,Sep,36,7,7,Sunday,1,Monsoon/Summer
2025-09-08,2025,Q3,3,9,September,Sep,37,8,1,Monday,0,Monsoon/Summer
2025-09-09,2025,Q3,3,9,September,Sep,37,9,2,Tuesday,0,Monsoon/Summer
2025-09-10,2025,Q3,3,9,September,Sep,37,10,3,Wednesday,0,Monsoon/Summer
2025-09-11,2025,Q3,3,9,September,Sep,37,11,4,Thursday,0,Monsoon/Summer
2025-09-12,2025,Q3,3,9,September,Sep,37,12,5,Friday,0,Monsoon/Summer
2025-09-13,2025,Q3,3,9,September,Sep,37,13,6,Saturday,1,Monsoon/Summer
2025-09-14,2025,Q3,3,9,September,Sep,37,14,7,Sunday,1,Monsoon/Summer
2025-09-15,2025,Q3,3,9,September,Sep,38,15,1,Monday,0,Monsoon/Summer
2025-09-16,2025,Q3,3,9,September,Sep,38,16,2,Tuesday,0,Monsoon/Summer
2025-09-17,2025,Q3,3,9,September,Sep,38,17,3,Wednesday,0,Monsoon/Summer
2025-09-18,2025,Q3,3,9,September,Sep,38,18,4,Thursday,0,Monsoon/Summer
2025-09-19,2025,Q3,3,9,September,Sep,38,19,5,Friday,0,Monsoon/Summer
2025-09-20,2025,Q3,3,9,September,Sep,38,20,6,Saturday,1,Monsoon/Summer
2025-09-21,2025,Q3,3,9,September,Sep,38,21,7,Sunday,1,Monsoon/Summer
2025-09-22,2025,Q3,3,9,September,Sep,39,22,1,Monday,0,Monsoon/Summer
2025-09-23,2025,Q3,3,9,September,Sep,39,23,2,Tuesday,0,Monsoon/Summer
2025-09-24,2025,Q3,3,9,September,Sep,39,24,3,Wednesday,0,Monsoon/Summer
2025-09-25,2025,Q3,3,9,September,Sep,39,25,4,Thursday,0,Monsoon/Summer
2025-09-26,2025,Q3,3,9,September,Sep,39,26,5,Friday,0,Monsoon/Summer
2025-09-27,2025,Q3,3,9,September,Sep,39,27,6,Saturday,1,Monsoon/Summer
