Product_ID,Product_Name,Category,Store_ID,Store_Name,Current_Price,Competitor_Price,Recommended_Price,Price_Change_Percent,Competitor_Gap_Percent,Current_Predicted_Demand,Recommended_Predicted_Demand,Demand_Change_Percent,Current_Expected_Revenue,Recommended_Expected_Revenue,Revenue_Improvement_Percent,Unit_Cost,Current_Expected_Profit,Recommended_Expected_Profit,Confidence_Level,Confidence_Rationale,Recommendation_Reason,Guardrail_Status,Profit_Lift_Percent
PROD_15,Non-Stick Ceramic Cookware Set 3pc,Home & Kitchen,STORE_04,Kolkata City Center,2687.04,2972.27,2955.74,10.0,-0.56,35.89,35.44,-1.25,96440.49,104765.32,8.63,1615.57,38456.11,47501.92,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 2955.74 captures margin while keeping competitor gap at -0.6%, yielding expected revenue lift of +8.63%.",PASSED,23.52
PROD_16,Stainless Steel Electric Kettle 1.8L,Home & Kitchen,STORE_01,Delhi Flagship Metro,899.0,913.77,952.94,6.0,4.29,112.11,112.24,0.12,100782.56,106956.55,6.13,489.76,45877.92,51986.62,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 952.94 captures margin while keeping competitor gap at 4.3%, yielding expected revenue lift of +6.13%.",PASSED,13.32
PROD_16,Stainless Steel Electric Kettle 1.8L,Home & Kitchen,STORE_02,Bengaluru Tech Park Store,899.0,941.87,988.9,10.0,4.99,107.96,106.52,-1.33,97058.02,105341.06,8.53,489.76,44182.45,53170.13,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 988.90 captures margin while keeping competitor gap at 5.0%, yielding expected revenue lift of +8.53%.",PASSED,20.34
PROD_16,Stainless Steel Electric Kettle 1.8L,Home & Kitchen,STORE_03,Mumbai High Street Mall,854.05,925.88,939.45,10.0,1.47,169.19,162.34,-4.05,144496.49,152507.01,5.54,489.76,61634.13,73001.09,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 939.45 captures margin while keeping competitor gap at 1.5%, yielding expected revenue lift of +5.54%.",PASSED,18.44
PROD_16,Stainless Steel Electric Kettle 1.8L,Home & Kitchen,STORE_04,Kolkata City Center,899.0,958.83,988.9,10.0,3.14,84.47,83.66,-0.96,75940.25,82727.49,8.94,489.76,34569.28,41756.09,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 988.90 captures margin while keeping competitor gap at 3.1%, yielding expected revenue lift of +8.94%.",PASSED,20.79
PROD_17,Whey Isolate Protein Powder 1kg,Health & Care,STORE_01,Delhi Flagship Metro,2609.1,2796.35,2843.92,9.0,1.7,100.74,98.38,-2.34,262837.03,279773.73,6.44,1952.18,66177.19,87725.89,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 2843.92 captures margin while keeping competitor gap at 1.7%, yielding expected revenue lift of +6.44%.",PASSED,32.56
PROD_17,Whey Isolate Protein Powder 1kg,Health & Care,STORE_02,Bengaluru Tech Park Store,2899.0,2725.98,2841.02,-2.0,4.22,70.97,71.44,0.66,205753.29,202951.23,-1.36,1952.18,67199.49,63495.22,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price reduction to INR 2841.02 stimulates demand volume (71.44 units), driving expected revenue lift of +-1.36%.",PASSED,-5.51
PROD_17,Whey Isolate Protein Powder 1kg,Health & Care,STORE_03,Mumbai High Street Mall,2754.05,3025.65,3025.65,9.86,0.0,99.78,96.06,-3.73,274786.02,290654.55,5.77,1952.18,80006.78,103121.29,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 3025.65 captures margin while keeping competitor gap at 0.0%, yielding expected revenue lift of +5.77%.",PASSED,28.89
PROD_17,Whey Isolate Protein Powder 1kg,Health & Care,STORE_04,Kolkata City Center,2319.2,2734.53,2527.93,9.0,-7.56,83.18,81.4,-2.14,192913.6,205770.4,6.66,1952.18,30529.12,46865.34,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 2527.93 captures margin while keeping competitor gap at -7.6%, yielding expected revenue lift of +6.66%.",PASSED,53.51
PROD_18,Daily Multivitamin & Mineral 60s,Health & Care,STORE_01,Delhi Flagship Metro,499.0,497.26,518.96,4.0,4.36,154.85,154.84,-0.01,77269.42,80353.99,3.99,278.92,34079.06,37166.97,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 518.96 captures margin while keeping competitor gap at 4.4%, yielding expected revenue lift of +3.99%.",PASSED,9.06
PROD_18,Daily Multivitamin & Mineral 60s,Health & Care,STORE_02,Bengaluru Tech Park Store,424.15,491.56,466.56,10.0,-5.09,189.2,181.55,-4.04,80251.22,84703.66,5.55,278.92,27478.21,34065.92,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 466.56 captures margin while keeping competitor gap at -5.1%, yielding expected revenue lift of +5.55%.",PASSED,23.97
PROD_18,Daily Multivitamin & Mineral 60s,Health & Care,STORE_03,Mumbai High Street Mall,499.0,517.94,538.92,8.0,4.05,159.57,153.83,-3.6,79626.51,82903.58,4.12,278.92,35118.64,39996.53,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 538.92 captures margin while keeping competitor gap at 4.0%, yielding expected revenue lift of +4.12%.",PASSED,13.89
PROD_18,Daily Multivitamin & Mineral 60s,Health & Care,STORE_04,Kolkata City Center,489.02,489.6,513.47,5.0,4.88,115.63,115.18,-0.39,56545.64,59143.82,4.59,278.92,24293.97,27016.54,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 513.47 captures margin while keeping competitor gap at 4.9%, yielding expected revenue lift of +4.59%.",PASSED,11.21
PROD_19,Vitamin C Radiance Face Serum 30ml,Health & Care,STORE_01,Delhi Flagship Metro,649.0,698.9,713.9,10.0,2.15,99.08,97.82,-1.27,64304.42,69831.37,8.59,328.0,31805.42,37747.48,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 713.90 captures margin while keeping competitor gap at 2.1%, yielding expected revenue lift of +8.59%.",PASSED,18.68
PROD_19,Vitamin C Radiance Face Serum 30ml,Health & Care,STORE_02,Bengaluru Tech Park Store,616.55,701.8,678.2,10.0,-3.36,135.04,135.61,0.42,83261.0,91969.45,10.46,328.0,38966.77,47489.98,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 678.20 captures margin while keeping competitor gap at -3.4%, yielding expected revenue lift of +10.46%.",PASSED,21.87
PROD_19,Vitamin C Radiance Face Serum 30ml,Health & Care,STORE_03,Mumbai High Street Mall,551.65,704.29,595.78,8.0,-15.41,157.55,156.41,-0.72,86913.83,93185.04,7.22,328.0,35236.61,41883.06,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 595.78 captures margin while keeping competitor gap at -15.4%, yielding expected revenue lift of +7.22%.",PASSED,18.86
PROD_19,Vitamin C Radiance Face Serum 30ml,Health & Care,STORE_04,Kolkata City Center,584.1,671.18,642.51,10.0,-4.27,116.4,113.93,-2.12,67987.83,73199.14,7.67,328.0,29809.42,35831.14,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 642.51 captures margin while keeping competitor gap at -4.3%, yielding expected revenue lift of +7.67%.",PASSED,20.2
PROD_20,Broad-Spectrum Sunscreen Gel SPF50,Health & Care,STORE_01,Delhi Flagship Metro,420.0,441.99,462.0,10.0,4.53,132.82,134.72,1.43,55785.81,62242.8,11.57,217.73,26866.18,32909.2,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 462.00 captures margin while keeping competitor gap at 4.5%, yielding expected revenue lift of +11.57%.",PASSED,22.49
PROD_20,Broad-Spectrum Sunscreen Gel SPF50,Health & Care,STORE_02,Bengaluru Tech Park Store,411.6,393.11,411.6,0.0,4.7,114.69,114.69,0.0,47204.79,47204.79,0.0,217.73,22234.19,22234.19,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),Current price INR 411.60 is already at the optimal balance point.,PASSED,0.0
PROD_20,Broad-Spectrum Sunscreen Gel SPF50,Health & Care,STORE_03,Mumbai High Street Mall,420.0,430.52,449.4,7.0,4.39,132.81,132.46,-0.26,55781.65,59528.01,6.72,217.73,26864.18,30687.26,MEDIUM,High historical observation density (>100); Candidate price requires extrapolation outside observed envelope; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 449.40 captures margin while keeping competitor gap at 4.4%, yielding expected revenue lift of +6.72%.",PASSED,14.23
PROD_20,Broad-Spectrum Sunscreen Gel SPF50,Health & Care,STORE_04,Kolkata City Center,420.0,410.02,428.4,2.0,4.48,98.62,98.76,0.14,41421.66,42308.32,2.14,217.73,19948.47,20805.54,HIGH,High historical observation density (>100); Candidate price falls within observed empirical distribution; Demand model demonstrated high validation explanatory power (R²=0.85),"Price increase to INR 428.40 captures margin while keeping competitor gap at 4.5%, yielding expected revenue lift of +2.14%.",PASSED,4.3
